,movie_title,year,certificate,time_minute,genres,imdb_score,movie_imdb_link,metascore,vote
913,The Hidden Fortress,1958,Not Rated,126,"
Action, Adventure, Drama            ",8.1,https://www.imdb.com/title/tt0051808,89,39407
914,The Gold Rush,1925,Passed,95,"
Adventure, Comedy, Drama            ",8.2,https://www.imdb.com/title/tt0015864,,111706
915,About Elly,2009,TV-PG,119,"
Drama, Mystery            ",7.9,https://www.imdb.com/title/tt1360860,87,53806
916,The Triplets of Belleville,2003,PG-13,80,"
Animation, Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0286244,91,54707
917,Duck Soup,1933,Not Rated,69,"
Comedy, Musical            ",7.8,https://www.imdb.com/title/tt0023969,93,60387
918,The Lost Weekend,1945,Passed,101,"
Drama, Film-Noir            ",7.9,https://www.imdb.com/title/tt0037884,,37526
919,Drishyam 2,2021,Not Rated,152,"
Crime, Drama, Thriller            ",8.4,https://www.imdb.com/title/tt12361178,,36773
920,The Past,2013,PG-13,130,"
Drama, Mystery            ",7.7,https://www.imdb.com/title/tt2404461,85,49203
921,The Way He Looks,2014,Not Rated,96,"
Drama, Romance            ",7.9,https://www.imdb.com/title/tt1702014,71,25700
922,Down by Law,1986,R,107,"
Comedy, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0090967,75,52002
923,Time of the Gypsies,1988,R,142,"
Comedy, Crime, Drama            ",8.1,https://www.imdb.com/title/tt0097223,,30975
924,Celda 211,2009,Not Rated,113,"
Action, Crime, Drama            ",7.6,https://www.imdb.com/title/tt1242422,,68038
925,The Killer,1989,R,111,"
Action, Crime, Drama            ",7.8,https://www.imdb.com/title/tt0097202,82,48752
926,Veer Zaara,2004,Not Rated,192,"
Drama, Family, Musical            ",7.8,https://www.imdb.com/title/tt0420332,67,53561
927,Le Cercle Rouge,1970,Not Rated,140,"
Crime, Drama, Thriller            ",7.9,https://www.imdb.com/title/tt0065531,91,25738
928,The Girl Who Leapt Through Time,2006,TV-PG,98,"
Animation, Adventure, Comedy            ",7.7,https://www.imdb.com/title/tt0808506,,66679
929,Once Upon a Time in Anatolia,2011,Not Rated,157,"
Crime, Drama, Thriller            ",7.8,https://www.imdb.com/title/tt1827487,82,46679
930,Barfi!,2012,Not Rated,151,"
Comedy, Drama, Romance            ",8.1,https://www.imdb.com/title/tt2082197,,82401
931,C.R.A.Z.Y.,2005,Not Rated,129,"
Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0401085,81,33043
932,Rififi,1955,Not Rated,118,"
Crime, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0048021,97,34651
933,Hiroshima Mon Amour,1959,Not Rated,90,"
Drama, Romance            ",7.9,https://www.imdb.com/title/tt0052893,,32606
934,The Big Heat,1953,Passed,89,"
Crime, Film-Noir, Thriller            ",7.9,https://www.imdb.com/title/tt0045555,,27004
935,White Heat,1949,Not Rated,114,"
Action, Crime, Drama            ",8.1,https://www.imdb.com/title/tt0042041,,33252
936,Elite Squad 2: The Enemy Within,2010,Not Rated,115,"
Action, Crime, Drama            ",8.0,https://www.imdb.com/title/tt1555149,71,83439
937,Jules and Jim,1962,Not Rated,105,"
Drama, Romance            ",7.7,https://www.imdb.com/title/tt0055032,97,41882
938,The Return,2003,Not Rated,110,"
Drama            ",7.9,https://www.imdb.com/title/tt0376968,82,45740
939,Drishyam,2013,Not Rated,160,"
Crime, Drama, Thriller            ",8.3,https://www.imdb.com/title/tt3417422,,41578
940,G.O.R.A.,2004,Not Rated,127,"
Adventure, Comedy, Sci-Fi            ",8.0,https://www.imdb.com/title/tt0384116,,63125
941,Love and Death,1975,PG,85,"
Comedy, War            ",7.7,https://www.imdb.com/title/tt0073312,89,38853
942,The Rules of the Game,1939,Not Rated,110,"
Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0031885,,29283
943,Talvar,2015,Not Rated,132,"
Crime, Drama, Mystery            ",8.1,https://www.imdb.com/title/tt4934950,,35666
944,Article 15,2019,Not Rated,130,"
Crime, Drama, Mystery            ",8.1,https://www.imdb.com/title/tt10324144,,33917
945,Sherlock Jr.,1924,Passed,45,"
Action, Comedy, Romance            ",8.2,https://www.imdb.com/title/tt0015324,,50345
946,The Grand Illusion,1937,Not Rated,113,"
Drama, War            ",8.1,https://www.imdb.com/title/tt0028950,,36890
947,Nights of Cabiria,1957,Not Rated,110,"
Drama            ",8.1,https://www.imdb.com/title/tt0050783,,49313
948,Queen,2013,Not Rated,146,"
Adventure, Comedy, Drama            ",8.1,https://www.imdb.com/title/tt3322420,,66049
949,No Man's Land,2001,R,98,"
Comedy, Drama, War            ",7.9,https://www.imdb.com/title/tt0283509,84,47332
950,Jab We Met,2007,Not Rated,138,"
Comedy, Drama, Romance            ",7.9,https://www.imdb.com/title/tt1093370,,53552
951,A Wednesday,2008,Not Rated,104,"
Action, Crime, Drama            ",8.1,https://www.imdb.com/title/tt1280558,,78834
952,Super 30,2019,Not Rated,154,"
Biography, Drama            ",7.9,https://www.imdb.com/title/tt7485048,,32527
953,Tangerines,2013,Not Rated,87,"
Drama, War            ",8.1,https://www.imdb.com/title/tt2991224,73,46507
954,Beauty and the Beast,1946,Not Rated,93,"
Drama, Fantasy, Romance            ",7.9,https://www.imdb.com/title/tt0038348,92,26665
955,Raise the Red Lantern,1991,PG,125,"
Drama, History, Romance            ",8.1,https://www.imdb.com/title/tt0101640,,32980
956,Badhaai Ho,2018,Not Rated,124,"
Comedy, Drama            ",7.9,https://www.imdb.com/title/tt7725596,,34880
957,Knockin' on Heaven's Door,1997,Not Rated,87,"
Action, Crime, Comedy            ",7.9,https://www.imdb.com/title/tt0119472,,30859
958,Jean de Florette,1986,PG,120,"
Comedy, Drama            ",8.1,https://www.imdb.com/title/tt0091288,,26086
959,Sullivan's Travels,1941,Passed,90,"
Adventure, Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0034240,,26573
960,Millennium Actress,2001,PG,87,"
Animation, Drama, Fantasy            ",7.8,https://www.imdb.com/title/tt0291350,70,28415
961,Hindi Medium,2017,Not Rated,132,"
Comedy, Drama            ",7.8,https://www.imdb.com/title/tt5764096,,29355
962,Color It Yellow,2006,Not Rated,167,"
Comedy, Crime, Drama            ",8.1,https://www.imdb.com/title/tt0405508,,119281
963,Fireworks,1997,Not Rated,103,"
Crime, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0119250,,30935
964,The Edge of Heaven,2007,Not Rated,122,"
Drama            ",7.7,https://www.imdb.com/title/tt0880502,85,32365
965,Central Station,1998,R,110,"
Drama            ",8.0,https://www.imdb.com/title/tt0140888,80,39923
966,"Rome, Open City",1945,Not Rated,103,"
Drama, Thriller, War            ",8.0,https://www.imdb.com/title/tt0038890,,26850
967,Baby,2015,Not Rated,159,"
Action, Crime, Thriller            ",7.9,https://www.imdb.com/title/tt3848892,,58026
968,Through a Glass Darkly,1961,Not Rated,90,"
Drama            ",8.0,https://www.imdb.com/title/tt0055499,84,25578
969,Tae Guk Gi: The Brotherhood of War,2004,R,140,"
Action, Drama, War            ",8.0,https://www.imdb.com/title/tt0386064,64,39906
970,Sholay,1975,Not Rated,162,"
Action, Adventure, Comedy            ",8.1,https://www.imdb.com/title/tt0073707,,56064
971,My Life as a Zucchini,2016,PG-13,70,"
Animation, Comedy, Drama            ",7.7,https://www.imdb.com/title/tt2321405,85,25799
972,Zelig,1983,PG,79,"
Comedy            ",7.7,https://www.imdb.com/title/tt0086637,,42359
973,Sanjuro,1962,Not Rated,96,"
Action, Drama, Thriller            ",8.0,https://www.imdb.com/title/tt0056443,,38501
974,The Bandit,1996,Not Rated,128,"
Crime, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0116231,,70214
975,Haider,2014,Not Rated,160,"
Action, Crime, Drama            ",8.0,https://www.imdb.com/title/tt3390572,,55258
976,Anand,1971,Not Rated,122,"
Drama, Musical            ",8.1,https://www.imdb.com/title/tt0066763,,33982
977,A Night at the Opera,1935,Passed,96,"
Comedy, Music, Musical            ",7.8,https://www.imdb.com/title/tt0026778,,33133
978,The Circus,1928,Passed,72,"
Comedy, Family, Romance            ",8.1,https://www.imdb.com/title/tt0018773,90,34019
979,Hera Pheri,2000,Not Rated,156,"
Action, Comedy, Crime            ",8.1,https://www.imdb.com/title/tt0242519,,67197
980,Munna Bhai M.B.B.S.,2003,Not Rated,156,"
Comedy, Drama            ",8.1,https://www.imdb.com/title/tt0374887,,82461
981,Umberto D.,1952,Not Rated,89,"
Drama            ",8.2,https://www.imdb.com/title/tt0045274,92,26094
982,OMG: Oh My God!,2012,Not Rated,125,"
Comedy, Drama, Fantasy            ",8.1,https://www.imdb.com/title/tt2283748,,59259
983,Bhaag Milkha Bhaag,2013,Not Rated,186,"
Biography, Drama, Sport            ",8.2,https://www.imdb.com/title/tt2356180,,68429
984,Pink,2016,Not Rated,136,"
Crime, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt5571734,,45415
985,Kahaani,2012,Not Rated,122,"
Mystery, Thriller            ",8.1,https://www.imdb.com/title/tt1821480,,63158
986,Masaan,2015,Not Rated,109,"
Drama            ",8.1,https://www.imdb.com/title/tt4635372,,28330
987,Vicky Donor,2012,Not Rated,126,"
Comedy, Romance            ",7.8,https://www.imdb.com/title/tt2317337,,43619
988,Black,2005,Not Rated,122,"
Drama            ",8.1,https://www.imdb.com/title/tt0375611,,35119
989,The Breath,2009,Not Rated,128,"
Action, Drama, Thriller            ",8.0,https://www.imdb.com/title/tt1171701,,33904
990,Airlift,2016,Not Rated,130,"
Action, Drama, History            ",7.9,https://www.imdb.com/title/tt4387040,,57240
991,Dev.D,2009,Not Rated,144,"
Comedy, Drama, Romance            ",7.9,https://www.imdb.com/title/tt1327035,,30900
992,Udaan,2010,Not Rated,134,"
Drama            ",8.1,https://www.imdb.com/title/tt1639426,,45283
993,Special 26,2013,Not Rated,144,"
Crime, Drama, Thriller            ",8.0,https://www.imdb.com/title/tt2377938,,56557
994,Everything's Gonna Be Great,1998,Not Rated,107,"
Comedy, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0263438,,25713
995,Paan Singh Tomar,2012,Not Rated,135,"
Action, Biography, Crime            ",8.2,https://www.imdb.com/title/tt1620933,,36523
996,Andaz Apna Apna,1994,Not Rated,160,"
Action, Comedy, Romance            ",8.0,https://www.imdb.com/title/tt0109117,,53559
997,Vizontele,2001,Not Rated,110,"
Comedy, Drama            ",8.0,https://www.imdb.com/title/tt0270053,,36919
998,"Carry On, Munna Bhai",2006,Not Rated,144,"
Comedy, Drama, Romance            ",8.0,https://www.imdb.com/title/tt0456144,,47372
999,Sarfarosh,1999,Not Rated,174,"
Action, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0200087,,25889
